epoch,loss,mae,val_loss,val_mae
65,0.15642181038856506,0.2618997097015381,0.17317970097064972,0.27166858315467834
66,0.15998388826847076,0.26309895515441895,0.16068977117538452,0.26268959045410156
67,0.16300570964813232,0.26618635654449463,0.15111252665519714,0.259604275226593
68,0.1577904224395752,0.2615719139575958,0.17353102564811707,0.27356836199760437
69,0.15013498067855835,0.25477325916290283,0.14755286276340485,0.2542800307273865
70,0.15835599601268768,0.25993144512176514,0.16068443655967712,0.2619037628173828
71,0.15669876337051392,0.2592546045780182,0.18205250799655914,0.27701619267463684
72,0.1614747941493988,0.2605292797088623,0.1623162478208542,0.2635594308376312
73,0.154902845621109,0.25619399547576904,0.18756461143493652,0.27931299805641174
74,0.15706056356430054,0.25720465183258057,0.16758890450000763,0.2598491311073303
75,0.15376593172550201,0.2547982633113861,0.16844896972179413,0.2626674771308899
76,0.1584772914648056,0.25830817222595215,0.13737256824970245,0.24407155811786652
77,0.1586056798696518,0.2566927671432495,0.1481955349445343,0.25067272782325745
78,0.1536853015422821,0.25342780351638794,0.16830536723136902,0.2608780860900879
79,0.16458648443222046,0.2605316638946533,0.15786944329738617,0.256852388381958
80,0.15263760089874268,0.2507432997226715,0.15654630959033966,0.2552635669708252
81,0.16218948364257812,0.257956862449646,0.16223536431789398,0.25435352325439453
82,0.15931099653244019,0.255925714969635,0.1682460755109787,0.2585095465183258
83,0.15620453655719757,0.25197261571884155,0.15544493496418,0.2524089813232422
84,0.1492132693529129,0.24743184447288513,0.1540360003709793,0.25180482864379883
85,0.1562787890434265,0.25287848711013794,0.145477756857872,0.24376285076141357
86,0.15933048725128174,0.25445353984832764,0.17218239605426788,0.26035505533218384
87,0.1570030301809311,0.2516637146472931,0.17561227083206177,0.26214808225631714
88,0.15095439553260803,0.24842314422130585,0.16261421144008636,0.25706708431243896
89,0.15388035774230957,0.2499588429927826,0.15880879759788513,0.2543909549713135
90,0.1559005081653595,0.25068312883377075,0.16683867573738098,0.2594856917858124
91,0.15575557947158813,0.2513679265975952,0.17449140548706055,0.2604934871196747
92,0.15116262435913086,0.24768656492233276,0.15860192477703094,0.25182247161865234
93,0.15896619856357574,0.25307685136795044,0.16208061575889587,0.25319111347198486
94,0.1600307673215866,0.25249624252319336,0.16449275612831116,0.25551873445510864
95,0.15310822427272797,0.2473555952310562,0.1532704085111618,0.24384334683418274
96,0.15478846430778503,0.24815164506435394,0.15916524827480316,0.24617508053779602
97,0.14708277583122253,0.2436041533946991,0.18978792428970337,0.2710038423538208
98,0.1481085866689682,0.24410471320152283,0.16458602249622345,0.25575029850006104
99,0.15676794946193695,0.25104403495788574,0.1790681928396225,0.26270923018455505
0,0.8155120611190796,0.7980155944824219,0.8566123247146606,0.8266229033470154
1,0.7942566275596619,0.7872012853622437,0.8139673471450806,0.8112912178039551
2,0.7658121585845947,0.772242546081543,0.7937425971031189,0.7845631837844849
3,0.7513637542724609,0.7664120197296143,0.7769989371299744,0.7824522256851196
4,0.7185236215591431,0.7473193407058716,0.7610949277877808,0.7675964832305908
0,0.6666639447212219,0.7144550085067749,0.7012386322021484,0.736318826675415
1,0.6491929292678833,0.7062563896179199,0.6593776345252991,0.7093753814697266
2,0.6280595660209656,0.6932654976844788,0.651874303817749,0.6987595558166504
3,0.6104581356048584,0.685205340385437,0.6352357268333435,0.6861685514450073
4,0.5952855348587036,0.6767000555992126,0.6041930913925171,0.6736049652099609
0,0.9016622304916382,0.8420150876045227,0.9168514609336853,0.8597910404205322
1,0.884492039680481,0.8337224125862122,0.9054123163223267,0.8516796231269836
2,0.8634359836578369,0.8241637349128723,0.8663174510002136,0.8329378366470337
3,0.8456368446350098,0.8143399953842163,0.840371310710907,0.8160329461097717
4,0.8189838528633118,0.8021305799484253,0.8740279078483582,0.8377274870872498
0,0.9016622304916382,0.8420150876045227,0.9390009045600891,0.8652798533439636
1,0.8847576379776001,0.8341298699378967,0.8859764337539673,0.844630777835846
2,0.8647446632385254,0.823535680770874,0.8959283828735352,0.8519904017448425
3,0.8438665866851807,0.8134034872055054,0.8428705334663391,0.8272640109062195
4,0.8184094429016113,0.8017576336860657,0.8339024782180786,0.8132098913192749
5,0.7958621382713318,0.7917144298553467,0.7618545889854431,0.7778026461601257
6,0.7726361155509949,0.778567373752594,0.7670971751213074,0.7855329513549805
7,0.7464661598205566,0.7663102149963379,0.7406646609306335,0.7741174101829529
8,0.726312518119812,0.7557806372642517,0.7244002223014832,0.765413761138916
9,0.7013518214225769,0.742624044418335,0.6748032569885254,0.7403745651245117
10,0.6801792979240417,0.7321652173995972,0.6668588519096375,0.7375239729881287
11,0.6536933183670044,0.7168612480163574,0.6541373133659363,0.7261843085289001
12,0.6346626877784729,0.7054151296615601,0.6173279881477356,0.7052600383758545
13,0.6173849105834961,0.6948250532150269,0.6030935645103455,0.694618821144104
14,0.5851724147796631,0.6759047508239746,0.5817109942436218,0.6855781674385071
15,0.5637995004653931,0.6615724563598633,0.547864556312561,0.6587152481079102
16,0.5396119952201843,0.6469676494598389,0.5355023145675659,0.6483624577522278
17,0.5147492289543152,0.6305460333824158,0.5225859880447388,0.6392116546630859
18,0.49157536029815674,0.6157011389732361,0.488631010055542,0.6140282154083252
19,0.46400970220565796,0.5940313339233398,0.4266810119152069,0.5792344808578491
20,0.43674468994140625,0.5752987861633301,0.43687859177589417,0.5812559127807617
21,0.41254645586013794,0.555937647819519,0.3992529809474945,0.5482913255691528
22,0.388561487197876,0.5352492332458496,0.38693153858184814,0.5267887711524963
23,0.36391931772232056,0.5163193941116333,0.3655741810798645,0.523018479347229
24,0.3444503843784332,0.4976523518562317,0.33315345644950867,0.4944234788417816
25,0.32306596636772156,0.47782641649246216,0.31832700967788696,0.4732224941253662
26,0.31241416931152344,0.46444860100746155,0.303975909948349,0.4524359107017517
27,0.292688250541687,0.4464567005634308,0.2744014263153076,0.4356575012207031
28,0.27834802865982056,0.4297417998313904,0.2615937292575836,0.4201950132846832
29,0.27055343985557556,0.42027801275253296,0.2640013098716736,0.405206561088562
30,0.25423845648765564,0.4060487747192383,0.25739917159080505,0.4120977520942688
31,0.24404188990592957,0.3910835087299347,0.2437792867422104,0.38473090529441833
32,0.23454876244068146,0.38384193181991577,0.23697693645954132,0.38209253549575806
33,0.22579355537891388,0.3731461465358734,0.20597581565380096,0.3522292673587799
34,0.2164679318666458,0.3629460036754608,0.21369753777980804,0.3590680956840515
35,0.21324767172336578,0.35844868421554565,0.20647411048412323,0.35019776225090027
36,0.20384544134140015,0.3464735448360443,0.21342097222805023,0.3582788109779358
37,0.2038077712059021,0.34409624338150024,0.20401032269001007,0.3346145451068878
38,0.20256392657756805,0.34077122807502747,0.1946793496608734,0.3268718421459198
39,0.18785031139850616,0.3268570303916931,0.18196767568588257,0.3124418258666992
40,0.1829366385936737,0.31984880566596985,0.2163306325674057,0.3348104953765869
41,0.18710514903068542,0.3182062804698944,0.21027027070522308,0.32201892137527466
42,0.17893736064434052,0.3097488284111023,0.18963050842285156,0.3099161982536316
43,0.17962875962257385,0.3081968128681183,0.20038776099681854,0.31517019867897034
44,0.17907649278640747,0.30654993653297424,0.17511609196662903,0.30065783858299255
45,0.17417889833450317,0.29927632212638855,0.17174556851387024,0.29525041580200195
46,0.17480221390724182,0.29592272639274597,0.18752801418304443,0.29917675256729126
47,0.17345789074897766,0.29444578289985657,0.1656501591205597,0.28553903102874756
48,0.16694481670856476,0.2878175675868988,0.15556901693344116,0.2772722542285919
49,0.17175501585006714,0.2896285951137543,0.20859472453594208,0.31476956605911255
50,0.1700727492570877,0.2864369750022888,0.1623997688293457,0.2816521227359772
51,0.1658291071653366,0.2826777696609497,0.181161031126976,0.2904086709022522
52,0.1756688505411148,0.2876671850681305,0.19751662015914917,0.299092173576355
53,0.16937017440795898,0.28120869398117065,0.17970342934131622,0.2874596118927002
54,0.16264480352401733,0.274084210395813,0.17004939913749695,0.28136539459228516
55,0.16610072553157806,0.2763940393924713,0.1575530767440796,0.2664886713027954
56,0.1592508852481842,0.2697538733482361,0.17745614051818848,0.2778785526752472
57,0.16843092441558838,0.27563804388046265,0.16857954859733582,0.27318334579467773
58,0.16301435232162476,0.2694433927536011,0.1778162717819214,0.2802587151527405
59,0.16413229703903198,0.2705904245376587,0.16105638444423676,0.26560670137405396
60,0.16343195736408234,0.26984524726867676,0.1565941721200943,0.25772354006767273
61,0.16470862925052643,0.268885999917984,0.18044023215770721,0.2796289920806885
62,0.16391590237617493,0.26814743876457214,0.16228169202804565,0.2601410746574402
63,0.16058751940727234,0.26463186740875244,0.16252362728118896,0.26752185821533203
64,0.16280902922153473,0.26559650897979736,0.16844971477985382,0.2630304992198944
65,0.15915963053703308,0.2621499001979828,0.160475954413414,0.26011061668395996
66,0.16047556698322296,0.2630559206008911,0.14042210578918457,0.24726668000221252
67,0.15433570742607117,0.2564593553543091,0.16352926194667816,0.26256898045539856
68,0.16223762929439545,0.2618769407272339,0.1681569665670395,0.2634422183036804
69,0.1618894338607788,0.26056575775146484,0.1571657955646515,0.2551608085632324
70,0.1557423621416092,0.2555331587791443,0.1640900820493698,0.2563941776752472
71,0.1549585908651352,0.2548221945762634,0.16760139167308807,0.2568037509918213
72,0.15884864330291748,0.2573730945587158,0.1371389925479889,0.23783209919929504
73,0.16417860984802246,0.2604435682296753,0.16582562029361725,0.2665756940841675
74,0.15902800858020782,0.2560858726501465,0.16320328414440155,0.2565561532974243
75,0.15657271444797516,0.25336477160453796,0.16613972187042236,0.2550598680973053
76,0.15175767242908478,0.24970364570617676,0.1566505879163742,0.24852178990840912
77,0.1473645269870758,0.2468479424715042,0.1417509764432907,0.24185292422771454
78,0.16094380617141724,0.25779521465301514,0.16888681054115295,0.2582321763038635
79,0.15306854248046875,0.2504784166812897,0.152632474899292,0.25085288286209106
80,0.16472841799259186,0.258164644241333,0.15377533435821533,0.24411404132843018
81,0.1544508934020996,0.2506512701511383,0.16712959110736847,0.25929826498031616
82,0.15696068108081818,0.2518303394317627,0.15534690022468567,0.24670949578285217
83,0.1597265750169754,0.25390347838401794,0.14076486229896545,0.23854787647724152
84,0.1577279418706894,0.25091686844825745,0.15143828094005585,0.2464117705821991
85,0.1498202234506607,0.24490299820899963,0.16037437319755554,0.2535570561885834
86,0.1526355743408203,0.24842455983161926,0.15139268338680267,0.24383608996868134
87,0.15708811581134796,0.25145819783210754,0.14624643325805664,0.24273782968521118
88,0.1607404500246048,0.25253310799598694,0.1468285769224167,0.24181213974952698
89,0.1526600867509842,0.24597284197807312,0.16959169507026672,0.25815349817276
90,0.15754210948944092,0.2492978274822235,0.15823832154273987,0.23938405513763428
91,0.15466882288455963,0.247210294008255,0.15686307847499847,0.24763937294483185
92,0.16025204956531525,0.2522735893726349,0.1620568484067917,0.2519427537918091
93,0.15073367953300476,0.2449873387813568,0.1594734936952591,0.24947810173034668
94,0.15390676259994507,0.24729862809181213,0.15890800952911377,0.24879902601242065
95,0.15153348445892334,0.24451464414596558,0.16090889275074005,0.24327217042446136
96,0.15678980946540833,0.24779999256134033,0.1345563530921936,0.2327221930027008
97,0.15243637561798096,0.24368062615394592,0.15783372521400452,0.24508622288703918
98,0.15373079478740692,0.24623070657253265,0.17359840869903564,0.2544785141944885
99,0.15046602487564087,0.24189339578151703,0.16990624368190765,0.254402756690979
